profile id;#friends;#following;#community;age;#postshared;#urlshared;#photos/videos;fpurls;fpphotos/videos;avgcomment/post;likes/post;tags/post;#tags/post;Label
60;463;465;36.0;1502.0;623.0;68.0;581.0;0.109;0.933;292.0;14.0;14.0;10.0;0.0
61;561;482;32.0;1645.0;658.0;66.0;599.0;0.1;0.91;223.0;12.0;13.0;11.0;0.0
62;1325;1123;45.0;1895.0;633.0;89.0;593.0;0.141;0.937;23.0;16.0;32.0;7.0;0.0
63;254;195;24.0;956.0;764.0;105.0;690.0;0.137;0.903;33.0;15.0;42.0;17.0;0.0
64;336;226;22.0;869.0;321.0;43.0;300.0;0.134;0.935;54.0;159.0;43.0;18.0;0.0
65;4563;3261;59.0;1235.0;1200.0;86.0;900.0;0.072;0.75;55.0;18.0;46.0;19.0;0.0
66;1500;1643;45.0;1356.0;546.0;56.0;536.0;0.103;0.982;468.0;9.0;44.0;13.0;0.0
67;1623;1123;79.0;1130.0;697.0;78.0;580.0;0.112;0.832;33.0;7.0;29.0;16.0;0.0
68;1395;1234;66.0;1392.0;632.0;73.0;600.0;0.116;0.949;36.0;11.0;22.0;9.0;0.0
69;923;726;23.0;1396.0;586.0;43.0;570.0;0.073;0.973;346.0;9.0;35.0;14.0;0.0
70;1203;1132;32.0;1143.0;623.0;43.0;610.0;0.069;0.979;28.0;123.0;36.0;15.0;0.0
71;664;632;56.0;1236.0;756.0;56.0;710.0;0.074;0.939;531.0;13.0;38.0;11.0;0.0
72;536;633;51.0;1632.0;846.0;59.0;800.0;0.07;0.946;61.0;7.0;41.0;10.0;0.0
73;1300;1423;76.0;1752.0;541.0;63.0;521.0;0.116;0.963;55.0;132.0;31.0;8.0;0.0
74;751;921;56.0;1364.0;663.0;66.0;883.0;0.1;1.332;41.0;86.0;45.0;18.0;0.0
75;668;1354;39.0;1463.0;786.0;84.0;751.0;0.107;0.955;38.0;187.0;46.0;13.0;0.0
76;1330;2513;54.0;846.0;656.0;76.0;610.0;0.116;0.93;36.0;12.0;34.0;19.0;0.0
77;789;954;74.0;946.0;746.0;43.0;701.0;0.058;0.94;28.0;15.0;37.0;13.0;0.0
78;331;456;26.0;786.0;689.0;58.0;652.0;0.084;0.946;456.0;16.0;38.0;18.0;0.0
79;456;586;46.0;843.0;695.0;38.0;653.0;0.055;0.94;54.0;95.0;27.0;17.0;0.0
80;745;568;48.0;694.0;497.0;39.0;485.0;0.078;0.976;38.0;86.0;38.0;10.0;0.0
81;1234;2146;39.0;846.0;486.0;28.0;470.0;0.058;0.967;33.0;98.0;34.0;6.0;0.0
82;1843;2543;77.0;1431.0;840.0;53.0;752.0;0.063;0.895;52.0;96.0;26.0;5.0;0.0
83;1543;2438;67.0;1321.0;742.0;42.0;684.0;0.057;0.922;34.0;95.0;32.0;13.0;0.0
84;1324;2164;57.0;1124.0;646.0;39.0;587.0;0.06;0.909;45.0;85.0;29.0;9.0;0.0
85;792;594;59.0;1315.0;759.0;41.0;598.0;0.054;0.788;38.0;89.0;39.0;18.0;0.0
86;864;601;71.0;1413.0;854.0;48.0;761.0;0.056;0.891;36.0;94.0;43.0;16.0;0.0
87;954;524;69.0;1312.0;921.0;52.0;841.0;0.056;0.913;27.0;83.0;41.0;12.0;0.0
88;915;2042;74.0;1049.0;741.0;27.0;661.0;0.036;0.892;19.0;73.0;12.0;4.0;0.0
89;892;1469;54.0;1160.0;648.0;26.0;564.0;0.04;0.87;56.0;76.0;17.0;10.0;0.0
90;1132;1328;68.0;943.0;923.0;23.0;843.0;0.025;0.913;58.0;81.0;31.0;19.0;0.0
91;1245;1542;89.0;962.0;925.0;51.0;846.0;0.055;0.915;65.0;86.0;36.0;17.0;0.0
92;1169;1432;81.0;849.0;929.0;61.0;851.0;0.066;0.916;64.0;74.0;49.0;5.0;0.0
93;1236;1321;73.0;1032.0;498.0;63.0;404.0;0.127;0.811;72.0;98.0;48.0;6.0;0.0
94;1289;1214;56.0;1021.0;484.0;73.0;399.0;0.151;0.824;43.0;79.0;39.0;8.0;0.0
95;919;1239;52.0;1026.0;659.0;43.0;574.0;0.065;0.871;32.0;88.0;18.0;14.0;0.0
96;1019;693;43.0;837.0;743.0;41.0;651.0;0.055;0.876;59.0;93.0;19.0;11.0;0.0
97;1021;961;68.0;1129.0;793.0;59.0;710.0;0.074;0.895;69.0;97.0;11.0;9.0;0.0
98;971;2049;38.0;1034.0;894.0;79.0;812.0;0.088;0.908;49.0;87.0;25.0;12.0;0.0
99;977;2324;54.0;1023.0;991.0;68.0;911.0;0.069;0.919;56.0;88.0;15.0;7.0;0.0
100;1029;1694;64.0;1079.0;994.0;29.0;913.0;0.029;0.919;43.0;96.0;42.0;18.0;0.0
101;1021;1789;57.0;1129.0;998.0;72.0;924.0;0.072;0.926;26.0;97.0;33.0;17.0;0.0
102;1432;1876;75.0;1364.0;769.0;69.0;703.0;0.09;0.914;46.0;88.0;37.0;13.0;0.0
103;1176;1234;34.0;1669.0;894.0;65.0;877.0;0.073;0.981;36.0;123.0;23.0;16.0;0.0
104;1236;1546;88.0;1682.0;1124.0;77.0;1022.0;0.069;0.909;66.0;12.0;35.0;18.0;0.0
105;2364;1332;74.0;1533.0;1222.0;56.0;1200.0;0.046;0.982;33.0;18.0;41.0;19.0;0.0
106;961;1236;56.0;1462.0;1234.0;58.0;910.0;0.047;0.737;432.0;15.0;39.0;17.0;0.0
107;541;663;54.0;1100.0;953.0;65.0;923.0;0.068;0.969;34.0;16.0;34.0;18.0;0.0
108;744;841;46.0;1200.0;846.0;65.0;800.0;0.077;0.946;36.0;144.0;36.0;17.0;0.0
109;465;665;21.0;721.0;364.0;32.0;321.0;0.088;0.882;22.0;15.0;32.0;21.0;0.0
110;321;412;22.0;754.0;846.0;35.0;301.0;0.041;0.356;24.0;13.0;26.0;13.0;0.0
111;891;1156;89.0;763.0;961.0;81.0;754.0;0.084;0.785;126.0;11.0;40.0;24.0;0.0
112;794;1031;76.0;1123.0;743.0;36.0;732.0;0.048;0.985;21.0;99.0;35.0;25.0;0.0
113;864;1041;53.0;1159.0;731.0;34.0;720.0;0.047;0.985;19.0;12.0;45.0;15.0;0.0
114;1489;1051;31.0;1011.0;756.0;58.0;721.0;0.077;0.954;22.0;78.0;25.0;9.0;0.0
115;1568;1249;39.0;1016.0;742.0;59.0;734.0;0.08;0.989;33.0;86.0;66.0;8.0;0.0
116;1768;1159;58.0;981.0;954.0;51.0;916.0;0.053;0.96;56.0;84.0;86.0;3.0;0.0
117;659;781;43.0;731.0;951.0;63.0;659.0;0.066;0.693;11.0;13.0;76.0;20.0;0.0
118;459;794;47.0;736.0;1121.0;69.0;661.0;0.062;0.59;15.0;14.0;33.0;19.0;0.0
119;789;846;49.0;931.0;1021.0;71.0;900.0;0.07;0.881;25.0;121.0;15.0;14.0;0.0
120;1476;1324;29.0;1143.0;1011.0;76.0;991.0;0.075;0.98;35.0;125.0;95.0;13.0;0.0
121;1984;1569;79.0;1261.0;1009.0;81.0;996.0;0.08;0.987;55.0;114.0;85.0;23.0;0.0
122;1324;732;86.0;1140.0;1008.0;89.0;894.0;0.088;0.887;133.0;17.0;75.0;10.0;0.0
123;796;891;69.0;1104.0;1003.0;83.0;893.0;0.083;0.89;159.0;106.0;55.0;11.0;0.0
124;846;863;19.0;849.0;1113.0;49.0;812.0;0.044;0.73;65.0;73.0;65.0;17.0;0.0
125;961;983;81.0;796.0;912.0;47.0;781.0;0.052;0.856;144.0;91.0;51.0;19.0;0.0
126;919;2106;27.0;1021.0;917.0;39.0;887.0;0.043;0.967;125.0;122.0;31.0;26.0;0.0
127;1109;2119;37.0;945.0;925.0;33.0;911.0;0.036;0.985;111.0;105.0;41.0;21.0;0.0
128;1119;969;71.0;941.0;915.0;51.0;893.0;0.056;0.976;13.0;102.0;81.0;15.0;0.0
129;1786;1054;67.0;1423.0;1097.0;21.0;999.0;0.019;0.911;27.0;79.0;21.0;26.0;0.0
130;851;1061;49.0;1421.0;1091.0;53.0;976.0;0.049;0.895;331.0;97.0;43.0;21.0;0.0
131;651;1051;33.0;1148.0;926.0;83.0;914.0;0.09;0.987;221.0;99.0;33.0;11.0;0.0
132;1651;995;122.0;1230.0;893.0;47.0;887.0;0.053;0.993;177.0;88.0;93.0;21.0;0.0
133;1743;971;29.0;1103.0;1100.0;73.0;1069.0;0.066;0.972;129.0;83.0;83.0;14.0;0.0
134;1736;2007;78.0;1109.0;1009.0;28.0;979.0;0.028;0.97;35.0;77.0;76.0;16.0;0.0
135;916;2108;26.0;773.0;706.0;64.0;694.0;0.091;0.983;69.0;124.0;56.0;9.0;0.0
136;935;1147;24.0;775.0;707.0;53.0;681.0;0.075;0.963;118.0;123.0;46.0;7.0;0.0
137;653;1124;81.0;677.0;712.0;81.0;644.0;0.114;0.904;229.0;121.0;96.0;5.0;0.0
138;1523;1051;75.0;699.0;901.0;91.0;661.0;0.101;0.734;226.0;122.0;41.0;10.0;0.0
139;1464;877;61.0;688.0;906.0;21.0;644.0;0.023;0.711;356.0;102.0;21.0;23.0;0.0
140;1321;871;48.0;781.0;806.0;54.0;771.0;0.067;0.957;67.0;109.0;28.0;17.0;0.0
141;845;868;41.0;981.0;709.0;34.0;697.0;0.048;0.983;36.0;108.0;27.0;25.0;0.0
142;945;2100;39.0;991.0;708.0;89.0;688.0;0.126;0.972;49.0;107.0;57.0;14.0;0.0
143;1654;1981;25.0;1324.0;727.0;87.0;703.0;0.12;0.967;473.0;106.0;47.0;12.0;0.0
144;1459;1743;65.0;1365.0;827.0;77.0;804.0;0.093;0.972;216.0;69.0;37.0;8.0;0.0
145;1651;1624;85.0;1369.0;927.0;71.0;901.0;0.077;0.972;28.0;68.0;88.0;6.0;0.0
146;1793;1549;63.0;598.0;947.0;86.0;597.0;0.091;0.63;19.0;85.0;77.0;13.0;0.0
147;1543;659;43.0;1125.0;847.0;66.0;813.0;0.078;0.96;93.0;84.0;99.0;19.0;0.0
148;873;658;53.0;1743.0;893.0;65.0;866.0;0.073;0.97;113.0;81.0;66.0;27.0;0.0
149;977;988;67.0;477.0;793.0;61.0;773.0;0.077;0.975;243.0;93.0;33.0;18.0;0.0
150;1652;954;84.0;597.0;904.0;59.0;876.0;0.065;0.969;381.0;98.0;44.0;29.0;0.0
151;1102;931;91.0;771.0;1021.0;31.0;884.0;0.03;0.866;245.0;102.0;96.0;24.0;0.0
152;1021;859;93.0;1145.0;1156.0;41.0;991.0;0.035;0.857;263.0;112.0;81.0;11.0;0.0
153;1066;836;81.0;1513.0;1211.0;49.0;1109.0;0.04;0.916;289.0;116.0;38.0;7.0;0.0
154;1054;1136;37.0;1718.0;1693.0;51.0;1114.0;0.03;0.658;381.0;94.0;49.0;15.0;0.0
155;498;1129;29.0;919.0;781.0;55.0;751.0;0.07;0.962;116.0;91.0;55.0;28.0;0.0
156;1369;1294;28.0;961.0;749.0;45.0;743.0;0.06;0.992;12.0;89.0;58.0;10.0;0.0
157;1321;1398;36.0;932.0;658.0;65.0;619.0;0.099;0.941;31.0;88.0;64.0;8.0;0.0
158;1391;1367;48.0;1164.0;1029.0;85.0;998.0;0.083;0.97;43.0;78.0;59.0;23.0;0.0
159;1296;2006;47.0;1321.0;1151.0;95.0;1014.0;0.083;0.881;45.0;96.0;69.0;20.0;0.0
160;599;2096;59.0;2221.0;2149.0;33.0;2001.0;0.015;0.931;91.0;106.0;94.0;25.0;0.0
161;922;771;91.0;944.0;657.0;23.0;614.0;0.035;0.935;81.0;111.0;91.0;14.0;0.0
162;843;779;92.0;1315.0;891.0;83.0;818.0;0.093;0.918;114.0;123.0;81.0;13.0;0.0
163;831;993;98.0;1914.0;843.0;73.0;831.0;0.087;0.986;159.0;114.0;71.0;17.0;0.0
164;1651;1036;96.0;1615.0;869.0;48.0;821.0;0.055;0.945;179.0;119.0;79.0;19.0;0.0
165;1633;1059;65.0;1123.0;821.0;58.0;817.0;0.071;0.995;184.0;118.0;64.0;9.0;0.0
166;1421;1064;64.0;1159.0;1169.0;88.0;1041.0;0.075;0.891;412.0;128.0;63.0;7.0;0.0
167;1141;1158;66.0;1415.0;1143.0;78.0;1031.0;0.068;0.902;422.0;125.0;61.0;6.0;0.0
168;1001;1269;63.0;1567.0;1329.0;79.0;1121.0;0.059;0.843;361.0;77.0;54.0;12.0;0.0
169;919;1238;33.0;1691.0;1381.0;97.0;1317.0;0.07;0.954;315.0;104.0;45.0;26.0;0.0
170;741;789;25.0;1914.0;1354.0;94.0;1329.0;0.069;0.982;312.0;108.0;46.0;27.0;0.0
171;633;981;22.0;1744.0;1362.0;46.0;1211.0;0.034;0.889;15.0;107.0;39.0;21.0;0.0
172;688;856;37.0;944.0;712.0;36.0;693.0;0.051;0.973;65.0;105.0;31.0;24.0;0.0
173;676;1317;47.0;913.0;816.0;33.0;801.0;0.04;0.982;39.0;115.0;33.0;29.0;0.0
174;1196;1357;87.0;927.0;914.0;25.0;903.0;0.027;0.988;58.0;123.0;51.0;11.0;0.0
175;1174;1452;81.0;1017.0;913.0;45.0;881.0;0.049;0.965;67.0;124.0;56.0;16.0;0.0
176;1431;1444;61.0;1419.0;1412.0;35.0;1311.0;0.025;0.928;191.0;11.0;74.0;13.0;0.0
177;1425;1324;41.0;1916.0;1467.0;54.0;1314.0;0.037;0.896;291.0;101.0;71.0;14.0;0.0
178;1658;994;51.0;1813.0;1436.0;34.0;1401.0;0.024;0.976;351.0;87.0;91.0;28.0;0.0
179;1135;944;31.0;2109.0;1581.0;24.0;1481.0;0.015;0.937;349.0;88.0;88.0;12.0;0.0
180;1026;844;77.0;1931.0;1612.0;64.0;1512.0;0.04;0.938;359.0;99.0;84.0;9.0;0.0
181;1329;744;99.0;1943.0;1712.0;71.0;1683.0;0.041;0.983;334.0;92.0;66.0;8.0;0.0
182;591;1145;93.0;443.0;399.0;61.0;382.0;0.153;0.957;411.0;98.0;51.0;11.0;0.0
183;991;1187;71.0;544.0;535.0;51.0;524.0;0.095;0.979;141.0;87.0;23.0;21.0;0.0
184;848;1582;67.0;599.0;544.0;31.0;533.0;0.057;0.98;155.0;99.0;33.0;23.0;0.0
185;783;1161;57.0;671.0;455.0;49.0;423.0;0.108;0.93;15.0;102.0;49.0;24.0;0.0
186;1311;1254;86.0;478.0;498.0;47.0;446.0;0.094;0.896;166.0;106.0;81.0;29.0;0.0
187;1901;1158;84.0;771.0;1123.0;37.0;1006.0;0.033;0.896;171.0;105.0;71.0;28.0;0.0
188;1245;814;54.0;1197.0;1199.0;27.0;1100.0;0.023;0.917;433.0;108.0;61.0;17.0;0.0
189;1211;911;27.0;1167.0;1181.0;57.0;1036.0;0.048;0.877;411.0;109.0;58.0;18.0;0.0
190;1231;719;77.0;1155.0;1236.0;98.0;1046.0;0.079;0.846;412.0;106.0;44.0;16.0;0.0
191;891;1121;57.0;1177.0;1781.0;58.0;1188.0;0.033;0.667;413.0;112.0;34.0;14.0;0.0
192;1121;1494;37.0;1319.0;1655.0;64.0;1277.0;0.039;0.772;418.0;97.0;54.0;13.0;0.0
193;1911;1394;67.0;1416.0;1444.0;61.0;1344.0;0.042;0.931;419.0;88.0;64.0;12.0;0.0
194;2101;1277;48.0;1466.0;1344.0;31.0;1311.0;0.023;0.975;426.0;68.0;84.0;10.0;0.0
195;1713;1377;44.0;1966.0;1433.0;81.0;1413.0;0.057;0.986;121.0;78.0;94.0;9.0;0.0
197;1613;1287;54.0;1978.0;1366.0;77.0;1357.0;0.056;0.993;196.0;79.0;74.0;8.0;0.0
198;1694;1188;34.0;1811.0;1397.0;59.0;1388.0;0.042;0.994;188.0;73.0;14.0;6.0;0.0
199;1513;1198;24.0;711.0;693.0;69.0;654.0;0.1;0.944;29.0;74.0;24.0;26.0;0.0
200;744;911;45.0;811.0;775.0;63.0;712.0;0.081;0.919;26.0;122.0;88.0;24.0;0.0
201;582;652;24.0;852.0;652.0;25.0;642.0;0.038;0.985;199.0;119.0;99.0;21.0;0.0
202;652;785;55.0;985.0;786.0;42.0;765.0;0.053;0.973;211.0;122.0;52.0;18.0;0.0
203;1222;1235;56.0;1325.0;1524.0;45.0;1324.0;0.03;0.869;231.0;147.0;54.0;14.0;0.0
204;852;963;57.0;862.0;975.0;46.0;945.0;0.047;0.969;321.0;147.0;57.0;15.0;0.0
205;745;856;58.0;754.0;765.0;48.0;742.0;0.063;0.97;258.0;541.0;56.0;16.0;0.0
206;564;654;59.0;625.0;652.0;49.0;685.0;0.075;1.051;658.0;654.0;55.0;16.0;0.0
207;652;752;60.0;852.0;678.0;47.0;785.0;0.069;1.158;852.0;752.0;54.0;17.0;0.0
208;456;545;61.0;546.0;565.0;46.0;786.0;0.081;1.391;962.0;852.0;56.0;18.0;0.0
209;654;754;61.0;785.0;564.0;48.0;561.0;0.085;0.995;632.0;258.0;54.0;19.0;0.0
210;785;852;62.0;795.0;852.0;49.0;752.0;0.058;0.883;542.0;852.0;55.0;9.0;0.0
211;564;654;41.0;741.0;582.0;41.0;502.0;0.07;0.863;963.0;258.0;56.0;10.0;0.0
212;639;658;42.0;674.0;610.0;42.0;625.0;0.069;1.025;582.0;369.0;57.0;8.0;0.0
213;963;1012;45.0;987.0;956.0;42.0;895.0;0.044;0.936;632.0;525.0;55.0;9.0;0.0
214;975;1122;46.0;996.0;945.0;43.0;896.0;0.046;0.948;785.0;582.0;56.0;7.0;0.0
215;896;875;36.0;900.0;852.0;45.0;845.0;0.053;0.992;452.0;586.0;55.0;8.0;0.0
216;785;795;37.0;805.0;750.0;44.0;750.0;0.059;1.0;789.0;854.0;54.0;6.0;0.0
217;856;865;38.0;880.0;840.0;45.0;841.0;0.054;1.001;865.0;541.0;45.0;6.0;0.0
218;892;921;39.0;925.0;852.0;46.0;900.0;0.054;1.056;255.0;852.0;46.0;4.0;0.0
219;952;1023;40.0;965.0;940.0;36.0;945.0;0.038;1.005;632.0;585.0;45.0;15.0;0.0
220;1112;1211;36.0;1125.0;999.0;25.0;978.0;0.025;0.979;987.0;654.0;37.0;16.0;0.0
221;1211;1321;65.0;1225.0;1150.0;26.0;1099.0;0.023;0.956;256.0;215.0;32.0;14.0;0.0
222;1215;1235;75.0;1225.0;1198.0;24.0;1152.0;0.02;0.962;369.0;147.0;38.0;15.0;0.0
223;1256;1260;69.0;1302.0;1196.0;27.0;1156.0;0.023;0.967;258.0;741.0;37.0;16.0;0.0
224;1325;1452;48.0;1450.0;1296.0;28.0;1256.0;0.022;0.969;236.0;745.0;35.0;14.0;0.0
225;1489;1500;31.0;1398.0;1325.0;29.0;1395.0;0.022;1.053;325.0;852.0;36.0;15.0;0.0
226;652;752;28.0;640.0;559.0;25.0;540.0;0.045;0.966;256.0;236.0;35.0;16.0;0.0
227;785;852;36.0;750.0;685.0;28.0;650.0;0.041;0.949;321.0;654.0;25.0;17.0;0.0
228;852;785;25.0;760.0;690.0;29.0;660.0;0.042;0.957;654.0;123.0;23.0;18.0;0.0
229;987;654;25.0;856.0;789.0;30.0;741.0;0.038;0.939;852.0;963.0;25.0;19.0;0.0
230;1012;998;26.0;963.0;987.0;21.0;852.0;0.021;0.863;654.0;395.0;26.0;18.0;0.0
231;1102;1025;27.0;996.0;985.0;45.0;978.0;0.046;0.993;741.0;756.0;25.0;8.0;0.0
232;1421;1325;36.0;1232.0;1254.0;46.0;1125.0;0.037;0.897;852.0;741.0;26.0;9.0;0.0
233;1325;1232;38.0;1123.0;1025.0;45.0;996.0;0.044;0.972;879.0;965.0;27.0;11.0;0.0
234;1235;1125;36.0;1210.0;1198.0;45.0;999.0;0.038;0.834;789.0;258.0;28.0;12.0;0.0
235;1369;1299;48.0;1190.0;1095.0;16.0;985.0;0.015;0.9;147.0;258.0;26.0;13.0;0.0
236;1245;1235;26.0;1158.0;1082.0;21.0;952.0;0.019;0.88;369.0;265.0;28.0;16.0;0.0
237;1125;1098;56.0;1110.0;995.0;29.0;985.0;0.029;0.99;456.0;369.0;30.0;15.0;0.0
238;852;785;21.0;845.0;835.0;36.0;802.0;0.043;0.96;369.0;654.0;25.0;16.0;0.0
239;1025;962;45.0;845.0;865.0;25.0;836.0;0.029;0.966;456.0;654.0;25.0;18.0;0.0
240;895;885;46.0;876.0;856.0;23.0;846.0;0.027;0.988;632.0;546.0;24.0;19.0;0.0
241;1335;1255;65.0;1198.0;1089.0;54.0;1078.0;0.05;0.99;125.0;321.0;36.0;18.0;0.0
242;784;754;24.0;743.0;654.0;56.0;640.0;0.086;0.979;258.0;256.0;34.0;19.0;0.0
243;890;880;56.0;864.0;850.0;54.0;780.0;0.064;0.918;265.0;235.0;54.0;20.0;0.0
244;995;985;52.0;950.0;940.0;25.0;850.0;0.027;0.904;854.0;875.0;25.0;15.0;0.0
245;1032;962;25.0;940.0;890.0;23.0;750.0;0.026;0.843;564.0;852.0;56.0;16.0;0.0
246;851;925;56.0;910.0;850.0;24.0;810.0;0.028;0.953;789.0;896.0;52.0;14.0;0.0
247;1456;1489;45.0;1465.0;1430.0;48.0;1320.0;0.034;0.923;564.0;236.0;58.0;16.0;0.0
248;1430;1340;16.0;1440.0;1420.0;60.0;1320.0;0.042;0.93;258.0;336.0;60.0;17.0;0.0
