profile id;#friends;#following;#community;age;#postshared;#urlshared;#photos/videos;fpurls;fpphotos/videos;avgcomment/post;likes/post;tags/post;#tags/post;Label
37;2216;1894;51;2697;1226;49;956;4,00E+13;7,80E+13;268;21;35;14;0
38;2649;2131;25;2246;1500;46;1463;3,07E+13;9,75E+13;21;16;26;13;0
39;2134;2364;33;2164;1700;68;1532;4;9,01E+13;22;18;21;11;0
40;1123;1150;115;2246;1460;56;1163;3,84E+13;7,97E+13;33;11;22;5;0
41;1009;1123;32;1423;1112;36;635;3,24E+13;5,71E+13;321;188;36;4;0
42;1100;1356;49;1200;800;24;750;3;9375;213;14;24;9;0
43;149;153;26;264;108;28;99;2,59E+13;9,17E+13;13;16;11;11;0
44;1489;1009;45;365;321;58;300;1,81E+13;9,35E+13;18;18;14;13;0
45;1444;1564;63;225;210;21;210;1;1;11;13;23;16;0
46;1563;1142;31;606;521;55;500;1,06E+13;9,60E+13;9;99;19;13;0
47;2120;2130;39;753;650;85;623;1,31E+13;9,58E+13;95;85;13;10;0
48;3261;3225;84;798;564;96;546;1,70E+13;9,68E+13;32;75;22;15;0
49;1231;1364;59;465;336;87;301;2,59E+13;8,96E+13;21;87;28;16;0
50;889;1003;42;550;460;56;440;1,22E+13;9,57E+13;13;75;32;16;0
51;223;130;12;365;130;13;115;1;8,85E+13;236;886;29;18;0
52;332;321;13;421;183;23;175;1,26E+13;9,56E+13;313;889;21;12;0
53;2135;2364;54;1005;786;150;760;1,91E+13;9,67E+13;42;66;34;16;0
54;3305;4510;168;1543;864;166;800;1,92E+13;9,26E+13;156;78;31;10;0
55;4462;5312;113;665;512;87;495;169921875;966796875;28;99;38;9;0
56;5554;4231;85;980;602;84;560;1,40E+13;9,30E+13;16;16;25;11;0
57;654;461;49;1520;1231;186;941;1,51E+13;7,64E+13;12;19;18;15;0
58;1546;1243;88;645;547;62;431;1,13E+13;7,88E+13;35;11;26;14;0
59;1143;987;65;1546;786;112;653;1,42E+13;8,31E+13;34;14;21;13;0
60;463;465;36;1502;623;68;581;1,09E+12;9,33E+13;292;14;14;10;0
61;561;482;32;1645;658;66;599;1,00E+13;91033;223;12;13;11;0
62;1325;1123;45;1895;633;89;593;1,41E+13;9,37E+13;23;16;32;7;0
63;254;195;24;956;764;105;690;1,37E+13;9,03E+13;33;15;42;17;0
64;336;226;22;869;321;43;300;1,34E+13;9,35E+13;54;159;43;18;0
65;4563;3261;59;1235;1200;86;900;7,17E+13;75;55;18;46;19;0
66;1500;1643;45;1356;546;56;536;1,03E+12;9,82E+13;468;9;44;13;0
67;1623;1123;79;1130;697;78;580;1,12E+13;8,32E+13;33;7;29;16;0
68;1395;1234;66;1392;632;73;600;1,16E+13;9,49E+13;36;11;22;9;0
69;923;726;23;1396;586;43;570;7,34E+13;9,73E+13;346;9;35;14;0
70;1203;1132;32;1143;623;43;610;6,90E+13;9,79E+13;28;123;36;15;0
71;664;632;56;1236;756;56;710;7,41E+13;9,39E+13;531;13;38;11;0
72;536;633;51;1632;846;59;800;6,97E+13;9,46E+13;61;7;41;10;0
73;1300;1423;76;1752;541;63;521;1,16E+13;9,63E+12;55;132;31;8;0
74;751;921;56;1364;663;66;883;9,95E+13;1,33E+13;41;86;45;18;0
75;668;1354;39;1463;786;84;751;1,07E+13;9,55E+13;38;187;46;13;0
76;1330;2513;54;846;656;76;610;1,16E+13;9,30E+13;36;12;34;19;0
77;789;954;74;946;746;43;701;5,76E+13;9,40E+13;28;15;37;13;0
78;331;456;26;786;689;58;652;8,42E+13;9,46E+13;456;16;38;18;0
79;456;586;46;843;695;38;653;5,47E+13;9,40E+13;54;95;27;17;0
80;745;568;48;694;497;39;485;7,85E+13;9,76E+13;38;86;38;10;0
81;1234;2146;39;846;486;28;470;5,76E+12;9,67E+13;33;98;34;6;0
82;1843;2543;77;1431;840;53;752;6,31E+13;8,95E+12;52;96;26;5;0
83;1543;2438;67;1321;742;42;684;5,66E+13;9,22E+13;34;95;32;13;0
84;1324;2164;57;1124;646;39;587;6,04E+13;9,09E+13;45;85;29;9;0
85;792;594;59;1315;759;41;598;5,40E+13;7,88E+13;38;89;39;18;0
86;864;601;71;1413;854;48;761;5,62E+13;8,91E+13;36;94;43;16;0
87;954;524;69;1312;921;52;841;5,65E+13;9,13E+13;27;83;41;12;0
88;915;2042;74;1049;741;27;661;3,64E+13;8,92E+13;19;73;12;4;0
89;892;1469;54;NaN;648;26;564;4,01E+13;8,70E+13;56;76;17;10;0
90;1132;1328;68;943;923;23;843;2,49E+13;9,13E+13;58;81;31;19;0
91;1245;1542;89;962;925;51;846;5,51E+13;9,15E+13;65;86;36;17;0
92;1169;1432;81;849;929;61;851;6,57E+13;9,16E+13;64;74;49;5;0
93;1236;1321;73;1032;498;63;404;1,27E+13;8,11E+13;72;98;48;6;0
94;1289;1214;56;1021;484;73;399;1,51E+13;8,24E+13;43;79;39;8;0
95;919;1239;52;1026;659;43;574;6,53E+13;8,71E+13;32;88;18;14;0
96;1019;693;43;837;743;41;651;5,52E+13;8,76E+13;59;93;19;11;0
97;1021;961;68;1129;793;59;710;7,44E+13;8,95E+12;69;97;11;9;0
98;971;2049;38;1034;894;79;812;8,84E+13;9,08E+12;49;87;25;12;0
99;977;2324;54;1023;991;68;911;6,86E+11;9,19E+13;56;88;15;7;0
100;1029;1694;64;1079;994;29;913;2,92E+13;9,19E+13;43;96;42;18;0
101;1021;1789;57;1129;998;72;924;7,21E+13;9,26E+13;26;97;33;17;0
102;1432;1876;75;1364;769;69;703;8,97E+13;9,14E+13;46;88;37;13;0
103;1176;1234;34;1669;894;65;877;7,27E+13;9,81E+13;36;123;23;16;0
104;1236;1546;88;1682;1124;77;1022;6,85E+13;9,09E+13;66;12;35;18;0
105;2364;1332;74;1533;1222;56;1200;4,58E+12;9,82E+13;33;18;41;19;0
106;961;1236;56;1462;1234;58;910;4,70E+13;7,37E+13;432;15;39;17;0
107;541;663;54;1100;953;65;923;6,82E+13;9,69E+12;34;16;34;18;0
108;744;841;46;1200;846;65;800;7,68E+13;9,46E+13;36;144;36;17;0
109;465;665;21;721;364;32;321;8,79E+13;0;22;15;32;21;0
110;321;412;22;754;846;35;301;4,14E+13;3,56E+13;24;13;26;13;0
111;891;1156;89;763;961;81;754;8,43E+13;7,85E+13;126;11;40;24;0
112;794;1031;76;1123;743;36;732;4,85E+13;9,85E+13;21;99;35;25;0
113;864;1041;53;1159;731;34;720;4,65E+13;9,85E+13;19;12;45;15;0
114;1489;1051;31;1011;756;58;721;7,67E+13;9,54E+12;22;78;25;9;0
115;1568;1249;39;1016;742;59;734;7,95E+13;9,89E+13;33;86;66;8;0
116;1768;1159;58;981;954;51;916;5,35E+13;9,60E+12;56;84;86;3;0
117;659;781;43;731;951;63;659;6,62E+13;6,93E+13;11;13;76;20;0
118;459;794;47;736;1121;69;661;6,16E+13;5,90E+13;15;14;33;19;0
119;789;846;49;931;1021;71;900;6,95E+13;8,81E+13;25;121;15;14;0
120;1476;1324;29;1143;1011;76;991;7,52E+13;9,80E+13;35;125;95;13;0
121;1984;1569;79;1261;1009;81;996;8,03E+13;9,87E+13;55;114;85;23;0
122;1324;732;86;1140;1008;89;894;8,83E+13;8,87E+13;133;17;75;10;0
123;796;891;69;1104;1003;83;893;8,28E+13;8,90E+13;159;106;55;11;0
124;846;863;19;849;1113;49;812;4,40E+13;7,30E+13;65;73;65;17;0
125;961;983;81;796;912;47;781;5,15E+13;8,56E+13;144;91;51;19;0
126;919;2106;27;1021;917;39;887;4,25E+13;9,67E+13;125;122;31;26;0
127;1109;2119;37;945;925;33;911;3,57E+13;9,85E+13;111;105;41;21;0
128;1119;969;71;941;915;51;893;5,57E+13;9,76E+13;13;102;81;15;0
129;1786;1054;67;1423;1097;21;999;1,91E+13;9,11E+13;27;79;21;26;0
130;851;1061;49;1421;1091;53;976;4,86E+13;8,95E+13;331;97;43;21;0
131;651;1051;33;1148;926;83;914;8,96E+12;9,87E+13;221;99;33;11;0
132;1651;995;;1230;893;47;887;5,26E+13;9,93E+11;177;88;93;21;0
133;1743;971;29;1103;1100;73;1069;6,64E+13;9,72E+13;129;83;83;14;0
134;1736;2007;78;1109;1009;28;979;2,78E+13;9,70E+13;35;77;76;16;0
135;916;2108;26;773;706;64;694;9,07E+13;9,83E+13;69;124;56;9;0
136;935;1147;24;775;707;53;681;7,50E+13;9,63E+13;118;123;46;7;0
137;653;1124;81;677;712;81;644;1,14E+13;9,04E+13;229;121;96;5;0
138;1523;1051;75;699;901;91;661;1,01E+13;7,34E+13;226;122;41;10;0
139;1464;877;61;688;906;21;644;2,32E+12;7,11E+13;356;102;21;23;0
140;1321;871;48;781;806;54;771;6,70E+13;9,57E+13;67;109;28;17;0
141;845;868;41;981;709;34;697;4,80E+13;9,83E+13;36;108;27;25;0
142;945;2100;39;991;708;89;688;1,26E+13;9,72E+13;49;107;57;14;0
143;1654;1981;25;1324;727;87;703;1,20E+13;9,67E+13;473;106;47;12;0
144;1459;1743;65;1365;827;77;804;9,31E+12;9,72E+13;216;69;37;8;0
145;1651;1624;85;1369;927;71;901;7,66E+13;9,72E+13;28;68;88;6;0
146;1793;1549;63;598;947;86;597;9,08E+13;6,30E+13;19;85;77;13;0
147;1543;659;43;1125;847;66;813;7,79E+13;9,60E+13;93;84;99;19;0
148;873;658;53;1743;893;65;866;7,28E+13;9,70E+13;113;81;66;27;0
149;977;988;67;477;793;61;773;7,69E+13;9,75E+13;243;93;33;18;0
150;1652;954;84;597;904;59;876;6,53E+13;9,69E+13;381;98;44;29;0
151;1102;931;91;771;1021;31;884;3,04E+13;8,66E+13;245;102;96;24;0
152;1021;859;93;1145;1156;41;991;3,55E+13;8,57E+13;263;112;81;11;0
153;1066;836;81;1513;1211;49;1109;4,05E+13;9,16E+13;289;116;38;7;0
154;1054;1136;37;1718;1693;51;1114;3,01E+13;6,58E+13;381;94;49;15;0
155;498;1129;29;919;781;55;751;7,04E+13;9,62E+13;116;91;55;28;0
156;1369;1294;28;961;749;45;743;6,01E+13;9,92E+13;12;89;58;10;0
157;1321;1398;36;932;658;65;619;9,88E+13;9,41E+13;31;88;64;8;0
158;1391;1367;48;1164;1029;85;998;8,26E+13;9,70E+13;43;78;59;23;0
159;1296;2006;47;1321;1151;95;1014;8,25E+13;8,81E+13;45;96;69;20;0
160;599;2096;59;2221;2149;33;2001;1,54E+13;9,31E+13;91;106;94;25;0
161;922;771;91;944;657;23;614;3,50E+13;9,35E+13;81;111;91;14;0
162;843;779;92;1315;891;83;818;9,32E+13;9,18E+13;114;123;81;13;0
163;831;993;98;1914;843;73;831;8,66E+13;9,86E+13;159;114;71;17;0
164;1651;1036;96;1615;869;48;821;5,52E+13;9,45E+13;179;119;79;19;0
165;1633;1059;65;1123;821;58;817;7,06E+13;9,95E+13;184;118;64;9;0
166;1421;1064;64;1159;1169;88;1041;7,53E+13;8,91E+13;412;128;63;7;0
167;1141;1158;66;1415;1143;78;1031;6,82E+13;9,02E+13;422;125;61;6;0
168;1001;1269;63;1567;1329;79;1121;5,94E+13;8,43E+13;361;77;54;12;0
169;919;1238;33;1691;1381;97;1317;7,02E+13;9,54E+13;315;104;45;26;0
170;741;789;25;1914;1354;94;1329;6,94E+13;9,82E+13;312;108;46;27;0
171;633;981;22;1744;1362;46;1211;3,38E+13;8,89E+13;15;107;39;21;0
172;688;856;37;944;712;36;693;5,06E+13;9,73E+13;65;105;31;24;0
173;676;1317;47;913;816;33;801;4,04E+13;9,82E+13;39;115;33;29;0
174;1196;1357;87;927;914;25;903;2,74E+13;9,88E+13;58;123;51;11;0
175;1174;1452;81;1017;913;45;881;4,93E+13;9,65E+13;67;124;56;16;0
176;1431;1444;61;1419;1412;35;1311;2,48E+13;9,28E+13;191;11;74;13;0
177;1425;1324;41;1916;1467;54;1314;3,68E+12;8,96E+13;291;101;71;14;0
178;1658;994;51;1813;1436;34;1401;2,37E+13;9,76E+13;351;87;91;28;0
179;1135;944;31;2109;1581;24;1481;1,52E+13;9,37E+13;349;88;88;12;0
180;1026;844;77;1931;1612;64;1512;3,97E+12;9,38E+13;359;99;84;9;0
181;1329;744;99;1943;1712;71;1683;4,15E+13;9,83E+13;334;92;66;8;0
182;591;1145;93;443;399;61;382;1,53E+13;9,57E+13;411;98;51;11;0
183;991;1187;71;544;535;51;524;9,53E+13;9,79E+13;141;87;23;21;0
184;848;1582;67;599;544;31;533;5,70E+13;9,80E+13;155;99;33;23;0
185;783;1161;57;671;455;49;423;1,08E+13;9,30E+13;15;102;49;24;0
186;1311;1254;86;478;498;47;446;9,44E+13;8,96E+13;166;106;81;29;0
187;1901;1158;84;771;1123;37;1006;3,29E+13;8,96E+13;171;105;71;28;0
188;1245;814;54;1197;1199;27;1100;2,25E+13;9,17E+13;433;108;61;17;0
189;1211;911;27;1167;1181;57;1036;4,83E+13;8,77E+13;411;109;58;18;0
190;1231;719;77;1155;1236;98;1046;7,93E+13;8,46E+12;412;106;44;16;0
191;891;1121;57;1177;1781;58;1188;3,26E+13;6,67E+13;413;112;34;14;0
192;1121;1494;37;1319;1655;64;1277;3,87E+13;7,72E+13;418;97;54;13;0
193;1911;1394;67;1416;1444;61;1344;4,22E+13;9,31E+13;419;88;64;12;0
194;2101;1277;48;1466;1344;31;1311;2,31E+13;9,75E+13;426;68;84;10;0
195;1713;1377;44;1966;1433;81;1413;5,65E+12;9,86E+13;121;78;94;9;0
197;1613;1287;54;1978;1366;77;1357;5,64E+13;9,93E+13;196;79;74;8;0
198;1694;1188;34;1811;1397;59;1388;4,22E+13;9,94E+13;188;73;14;6;0
199;1513;1198;24;711;693;69;654;9,96E+11;9,44E+13;29;74;24;26;0
200;744;911;45;811;775;63;712;8,13E+13;9,19E+13;26;122;88;24;0
201;582;652;24;852;652;25;642;3,83E+13;9,85E+13;199;119;99;21;0
202;652;785;55;985;786;42;765;5,34E+13;9,73E+13;211;122;52;18;0
203;1222;1235;56;1325;1524;45;1324;2,95E+13;8,69E+13;231;147;54;14;0
204;852;963;57;862;975;46;945;4,72E+13;9,69E+13;321;147;57;15;0
205;745;856;58;754;765;48;742;6,27E+13;9,70E+13;258;541;56;16;0
206;564;654;59;625;652;49;685;7,52E+13;1,05E+13;658;654;55;16;0
207;652;752;60;852;678;47;785;6,93E+13;1,16E+13;852;752;54;17;0
208;456;545;61;546;565;46;786;68521;1,39E+13;962;852;56;18;0
209;654;754;61;785;564;48;561;8,51E+13;9,95E+13;632;258;54;19;0
210;785;852;62;795;852;49;752;5,75E+13;8,83E+13;542;852;55;9;0
211;564;654;41;741;582;41;502;7,04E+13;8,63E+13;963;258;56;10;0
212;639;658;42;674;610;42;625;6,89E+13;1,02E+13;582;369;57;8;0
213;963;1012;45;987;956;42;895;4,39E+13;9,36E+13;632;525;55;9;0
214;975;1122;46;996;945;43;896;4,55E+13;?;785;582;56;7;0
215;896;875;36;900;852;45;845;5,28E+13;9,92E+13;452;586;55;8;0
216;785;795;37;805;750;44;750;5,87E+13;1;789;854;54;6;0
217;856;865;38;880;840;45;841;5,36E+13;1,00E+13;865;541;45;6;0
218;892;921;39;925;852;46;900;5,40E+13;1,06E+12;255;852;46;4;0
219;952;1023;40;965;940;36;945;3,83E+13;1,01E+13;632;585;45;15;0
220;1112;1211;36;1125;999;25;978;2,50E+13;9,79E+13;987;654;37;16;0
221;1211;1321;65;1225;1150;26;1099;2,26E+13;9,56E+13;256;215;32;14;0
222;1215;1235;75;1225;1198;24;1152;2,00E+13;9,62E+13;369;147;38;15;0
223;1256;1260;69;1302;1196;27;1156;2,26E+12;9,67E+13;258;741;37;16;0
224;1325;1452;48;1450;1296;28;1256;2,16E+13;9,69E+13;236;745;35;14;0
225;1489;1500;31;1398;1325;29;1395;2,19E+12;1,05E+13;325;852;36;15;0
226;652;752;28;640;559;25;540;4,47E+13;9,66E+13;256;236;35;16;0
227;785;852;36;750;685;28;650;4,09E+13;9,49E+13;321;654;25;17;0
228;852;785;25;760;690;29;660;4,20E+13;9,57E+13;654;123;23;18;0
229;987;654;25;856;789;30;741;3,80E+13;9,39E+13;852;963;25;19;0
230;1012;998;26;963;987;21;852;2,13E+13;8,63E+13;654;395;26;18;0
231;1102;1025;27;996;985;45;978;4,57E+13;9,93E+13;741;756;25;8;0
232;1421;1325;36;1232;1254;46;1125;3,67E+13;8,97E+13;852;741;26;9;0
233;1325;1232;38;1123;1025;45;996;4,39E+12;9,72E+13;879;965;27;11;0
234;1235;1125;36;1210;1198;45;999;3,76E+13;8,34E+12;789;258;28;12;0
235;1369;1299;48;1190;1095;16;985;1,46E+13;9,00E+13;147;258;26;13;0
236;1245;1235;26;1158;1082;21;952;1,94E+13;8,80E+13;369;265;28;16;0
237;1125;1098;56;1110;995;29;985;2,91E+13;9,90E+13;456;369;30;15;0
238;852;785;21;845;835;36;802;4,31E+12;9,60E+13;369;654;25;16;0
239;1025;962;45;845;865;25;836;2,89E+13;9,66E+13;456;654;25;18;0
240;895;885;46;876;856;23;846;2,69E+13;9,88E+13;632;546;24;19;0
241;1335;1255;65;1198;1089;54;1078;4,96E+13;9,90E+13;125;321;36;18;0
242;784;754;24;743;654;56;640;8,56E+13;9,79E+13;258;256;34;19;0
243;890;880;56;864;850;54;780;6,35E+13;9,18E+13;265;235;54;20;0
244;995;985;52;950;940;25;850;2,66E+13;9,04E+13;854;875;25;15;0
245;1032;962;25;940;890;23;750;2,58E+13;8,43E+13;564;852;56;16;0
246;851;925;56;910;850;24;810;2,82E+13;9,53E+13;789;896;52;14;0
247;1456;1489;45;1465;1430;48;1320;3,36E+13;9,23E+13;564;236;58;16;0
248;1430;1340;16;1440;1420;60;1320;4,23E+13;9,30E+13;258;336;60;17;0
249;1500;1490;25;1520;1450;56;1440;3,86E+13;9,93E+13;325;456;45;18;0
250;1330;1220;48;1350;1250;85;1230;68;984;963;875;46;18;0
251;1236;1190;54;1250;1240;58;1238;4,68E+13;9,98E+13;895;693;46;17;0
252;950;940;53;960;956;11;954;1,15E+13;9,98E+12;258;369;43;14;0
253;1150;1130;56;1170;1158;13;1153;1,12E+13;9,96E+13;321;456;48;17;0
254;1054;1051;58;1060;1056;15;1048;1,42E+13;9,92E+13;485;785;38;18;0
255;852;845;45;870;860;16;855;;9,94E+13;357;452;23;16;0
256;963;954;46;980;970;18;956;1,86E+13;9,86E+13;486;62;24;15;0
257;975;964;34;1000;980;20;979;;9,99E+13;246;624;26;14;0
258;556;612;33;656;640;21;633;328125;9890625;456;148;24;16;0
259;650;640;35;670;650;22;644;3,38E+13;9,91E+13;369;546;25;17;0
260;1458;1440;36;1480;1475;23;1469;1,56E+13;9,96E+13;157;269;26;18;0
261;1369;1330;37;1420;1390;25;1379;1,80E+13;9,92E+13;659;748;27;19;0
262;1379;1369;39;1430;1399;26;1380;1,86E+13;9,86E+13;265;325;28;20;0
263;1156;1140;40;1201;1200;27;1199;225;9,99E+13;147;258;29;10;0
264;1087;1060;41;1101;1088;28;1077;2,57E+13;9,90E+13;369;256;30;11;0
265;1254;1233;42;1302;1260;29;1240;2,30E+13;9,84E+13;154;126;40;12;0
266;1178;1120;43;1292;1190;30;1180;2,52E+13;9,92E+13;265;215;41;13;0
267;1180;1150;44;1205;1195;31;1185;2,59E+13;9,92E+13;458;965;42;14;0
268;1232;1198;45;1254;1220;32;1210;2,62E+13;9,92E+13;417;564;43;15;0
269;1245;1220;46;1260;1180;33;1178;2,80E+13;9,98E+13;265;365;44;16;0
270;1265;1245;47;1270;1190;34;1178;2,86E+13;9,90E+13;956;895;45;17;0
271;1045;1032;48;1102;1105;35;1100;3,17E+13;9,95E+13;258;369;46;18;0
272;1456;1410;49;1469;1390;36;1350;2,59E+12;9,71E+13;325;452;47;19;0
273;1250;1247;50;1302;1156;37;1140;3,20E+13;9,86E+13;789;456;48;20;0
274;958;900;20;1010;950;38;940;4;9,89E+13;965;123;49;1;0
275;999;950;21;1100;1000;39;998;39;998;369;258;50;2;0
276;854;840;22;910;900;40;860;4,44E+13;9,56E+13;265;418;30;3;0
277;905;880;23;930;950;41;939;4,32E+13;9,88E+13;958;589;31;4;0
278;1021;998;24;1102;1150;42;1140;3,65E+13;9,91E+13;258;963;32;5;0
279;1253;1110;25;1300;1105;43;1098;3,89E+13;9,94E+13;852;956;33;1;0
280;1456;1236;26;1500;1210;44;1206;3,64E+13;9,97E+13;789;456;34;2;0
281;1502;1485;27;1550;1450;45;1440;3,10E+13;9,93E+13;854;654;35;3;0
282;1490;1470;28;1550;1440;46;1430;3,19E+13;9,93E+13;478;369;36;4;0
283;1230;1235;29;1356;1260;47;1250;3,73E+13;9,92E+13;236;235;37;5;0
284;789;770;30;800;760;48;740;6,32E+13;9,74E+13;125;215;39;2;0
285;852;800;31;900;780;50;750;6,41E+13;9,62E+13;147;214;40;1;0
286;765;740;32;850;802;20;799;2,49E+13;9,96E+13;236;456;41;3;0
287;856;810;33;900;789;31;779;3,93E+13;9,87E+12;245;246;12;4;0
288;1235;1200;34;1200;1250;21;1520;168;1216;236;256;13;5;0
289;1456;1430;35;1230;1330;32;1310;2,41E+12;9,85E+13;745;258;14;1;0
290;1110;1080;36;1602;1250;33;1240;264;992;741;2564;12;18;0
291;1230;1202;37;1203;1205;34;1198;2,82E+13;9,94E+13;564;245;13;19;0
292;1150;1050;38;1245;1044;35;1035;3,35E+13;9,91E+13;326;125;14;20;0
293;1520;1025;40;1256;1025;36;1023;3,51E+13;9,98E+12;236;147;15;18;0
294;1562;1452;41;1365;1402;35;1325;2,50E+13;9,45E+13;145;321;16;16;0
295;1560;1450;17;1396;1440;36;1460;25;1,01E+13;123;456;17;17;0
296;1230;1201;18;1102;1099;37;1088;3,37E+13;9,90E+13;236;456;18;15;0
297;1256;1235;19;1189;1026;38;1058;3,70E+13;1,03E+13;254;456;19;16;0
298;1325;1299;20;1250;1102;39;1025;3,54E+13;9,30E+13;145;125;20;17;0
299;1440;1320;25;1300;1290;40;1109;3,10E+13;8,60E+13;236;123;25;14;0
300;1465;1420;26;1298;1289;25;1200;1,94E+13;9,31E+13;125;456;26;15;0
301;1582;1652;52;1489;1450;58;1440;4;9,93E+13;455;789;30;16;0
302;1600;1670;56;1450;1430;38;1398;2,66E+13;9,78E+13;258;369;31;17;0
303;1854;1985;58;1489;1450;45;1420;3,10E+13;9,79E+13;235;456;33;18;0
304;1320;1450;54;1492;1436;46;1410;3,20E+13;9,82E+13;456;258;35;19;0
305;1850;1950;56;1480;1450;46;1420;3,17E+13;9,79E+13;145;458;36;20;0
306;1456;1506;54;1365;1340;36;1330;2,69E+13;9,93E+13;487;985;37;11;0
307;1564;1600;55;1450;1400;37;1398;2,64E+13;9,99E+13;963;458;38;12;0
308;1465;1490;56;1390;1350;38;1330;2,81E+13;9,85E+13;852;547;39;14;0
309;1470;1500;57;1450;1400;39;1390;2,79E+13;9,93E+13;365;458;40;15;0
310;1500;1600;25;1485;1441;40;1420;2,78E+13;9,85E+12;254;256;41;16;0
311;1587;1590;26;1456;1435;41;1422;2,86E+13;9,91E+13;251;253;42;17;0
312;1545;1550;28;1350;1330;42;1320;3,16E+13;9,92E+13;412;214;43;18;0
313;1620;1752;29;1400;1399;43;1380;3,07E+13;9,86E+13;278;365;44;19;0
314;1750;1850;30;1500;1498;45;1501;3,00E+13;1,00E+12;265;256;45;20;0
315;1980;1990;31;1450;1420;46;1410;3,24E+13;9,93E+13;241;789;46;19;0
316;1250;1350;32;1480;1450;47;1430;3,24E+13;9,86E+13;458;654;47;20;0
317;1789;1897;33;1350;1330;48;1420;3,61E+12;1,07E+13;457;124;48;15;0
318;1850;1840;34;1480;1450;49;1410;3,38E+13;9,72E+13;458;123;49;16;0
319;1750;1824;35;1450;1425;50;1380;3,51E+13;9,68E+13;546;542;45;14;0
320;1652;1550;36;1430;1420;37;1410;2,61E+13;9,93E+13;789;987;46;12;0
321;1580;1650;37;1480;1450;38;1440;2,62E+13;9,93E+13;456;564;47;13;0
322;1850;1950;38;1450;1400;39;1390;2,79E+13;9,93E+13;145;156;48;14;0
323;1950;1900;39;1400;1398;45;1365;3,22E+13;9,76E+13;456;654;49;15;0
324;1220;1350;45;1250;1450;46;1421;3,17E+13;98;214;236;50;16;0
325;1780;1850;46;1564;1520;47;1498;3,09E+13;9,86E+13;654;546;41;17;0
326;1850;1800;47;1489;1472;48;1460;3,26E+13;9,92E+13;546;465;42;18;0
327;1950;1900;48;1460;1450;49;1440;3,38E+13;9,93E+13;541;457;43;19;0
328;1482;1582;45;;;;;;;;;;;
329;1520;1565;46;1430;1420;36;1410;2,54E+13;9,93E+13;256;325;46;14;0
330;1650;1750;47;1450;1420;37;1410;2,61E+13;9,93E+13;325;215;47;10;0
